GameID,PostID,FamilyAID,FamilyBID,GameTitle,FastMoneyID,QS_FastMoney_Q1,QS_FastMoney_Q2,QS_FastMoney_Q3,QS_FastMoney_Q4,QS_FastMoney_Q5,QS_FastMoney_Answers
1816,1058,1914,1922,"G2: Caravalhos v. Browns (MEM)(Jackie, Roger, Lakeela, Raquel & Raphael)",9437,: Tell me the most money you'd lend to a friend w/o worrying about it.,: Something you might see next to a public pool.,: A state that probably doesn't have a great singles scene.,: A kind of bread.,: The lumpiest part of your body.,"Roger: $100 (26), dressing rm. (2), SC, wheat (37) & stomach (44)Raphael: $20 (24), chairs (16), NE (4), rye (17) & butt (16)Unsaid #1s: Lifeguard & UT || "
1817,1059,1923,1921,"G1: Brewers (Marengo, IN)(Jerry, Trent, Samantha, Casey & Katie) v. Denards",9443,: Acc. to women on the scale how loud does your hubby snore?,: A word rhyming w/ â€œforkâ€.,: Something a boxer wears for protection.,: Something you'd see at a country fair.,: A city you think has the most ambulance-chasing lawyers.,"T'Wana: 8 (11), pork (32), mouthpiece (30), horses/animals (42) & NY (56)Isaiah: 10 (21), dork (37), cuff/jockstrap, cotton candy & Miami"
1818,1059,1924,1922,"G2: Baldwins (Waldport, OR)(Evelyn, Brian, Patti, Patty & Darlene) v. Browns",9448,: Acc. to married women something in your bedroom that makes a man never want to leave.,: When traveling across the country which state has the best scenery?,: How many times do you wake up during the night?,: A sport that's played on a field.,: Beginning of the what?,"Roger: Bed/pillows/covers (36), CO (21), three (16), football (41) & sentenceRaphael: TV (26), NV, two (39), tennis & month (2)Unsaid #1: End || "
1819,1060,1925,1921,"G1: Montases (POR, OR)(Julie, Aquiles, Jessica, Marcos & Bianca) v. Denards",9453,: Besides money something a guy might bring w/ him to a poker game.,: What's the last thing you popped?,: Muscle what?,: Tell me how long the avg. honeymoon lasts.,: Something you'd rather be than intelligent.,"Marcos: Best friend, can of soda (15), memory, 10 days (7) & good-looking (12)Bianca: Booze (30), balloon (20), strength, five days (7) & compassionate (3)Unsaid #1s: Pimple, milk, wk. & rich"
1820,1060,1920,1922,G2: Thorntons v. Browns,9458,: You know you've made it when you have a home that has how many bathrooms?,: A place everyone loves to go.,: Someone who makes you smile everyday.,: A word rhyming w/ â€œbummerâ€.,: A hard day's what?,"Jackie: Three (33), bar (2), mom (2), comer & work (46)Lakeela: Seven, Orlando (20), spouse/mate (46)- L (Final two answers: Scummer & play)Unsaid #1s: Beach, Summer & night || "
1821,1061,1925,1926,"G1: Montases v. Mokiaos (Ualapue, HI)(U'i, Malanai, Natasha, Shanna & Honey)",9463,: Acc. to women on the scale how much does a woman need a man?,: Something kids paint pictures of.,: A word rhyming w/ â€œhairyâ€.,: Monkey what?,: Something you justify buying for yourself because you only live once.,"Julie: 9, animals (12), fairy (25), see, monkey do (7) & new car (42)Jessica: 8 (7), family (24), berry (4), business (36) & home (3)Unsaid #1s: 5, homes & scary"
1822,1061,1313,1922,CG: Trusts v. Browns,9468,: A place you take grumpy grandpa & he complains about everything there.,: On the scale how important is it to have a clean home?,: Something a woman might be doing when her date arrives.,: Your favorite berry.,: What could a person tell you to shut?,"Kirsten: Shopping mall (20), 10 (18), fixing her face (35), straw (37) & mouth (57)Tamia: Restaurant (44), 9, dressing up, blue & doorUnsaid #1: 8 || "
1823,1062,1925,1928,"G1: Montases v. Waldises (Peachtree Corners)(Leigh, Rich, Zach, Kate & Livi)",9473,: Acc. to married ladies be honest- how long could you keep a juicy secret?,: A word rhyming w/ â€œnudeâ€.,: A person you'd be most guilty lying to.,: Something people put in their ears.,: A musical instrument that gets tuned.,"Zach: Day (15), lewd/lude (5), mom (26), Q-tips/cotton (40) & guitar (41)Rich: Wk. (14), prude (6), spouse/mate (38), earbuds (27) & pianoUnsaid #1s: Forever & rude"
1824,1062,1313,1929,"CG: Trusts v. Paganos (Kennesaw)(Rosalind, Natalie, Victoria, Marjorie & John)",9478,: The age a boy starts being embarrassed to kiss his mom goodbye.,: Something you keep handy in case of an emergency.,: Something w/ a screen.,: The most American thing you can think of.,: An animal that most other animals are afraid of.,"Natalie: 15, ID, door (16), flag (30) & dogRosalind: 12 (12), 1st aid kit (18), window (18), military (3) & tiger (6)Unsaid #1s: 10, flashlight, TV & lion || "
1825,1063,1930,1928,"G1: Cullinses (Blytheville, AR)(Ed, Ramona, Mary, Michael & Jeanna) v. Waldises",9483,: Acc. to men who would be the worst person for you to see naked?,: At what age did you give your parents the most trouble?,: An animal you might see on a golf course.,: End of the what?,: If there was a first-aid kit for a boring party what might it be?,"Ed: Mama (23), 16 (27), rabbit (6), world (32) & music (8)Jeanna: Father (7), 18 (7)- G.O. (Final three answers: Iguana, time & something for college)Unsaid #1s: Squirrel & booze"
1826,1063,1931,1929,"G2: Joneses (Wilmington)(Rhondale, Dorian, Barbara, J.L. & Maurice) v. Paganos",9488,: Acc. to married ladies something big & round that you might compare your man's gut to.,: How many bites does it take you to eat a six-inch hot dog?,: Besides your home a place you might take off your clothes.,: Another word for â€œlaughâ€.,: A holiday when nobody counts calories.,"Barbara: Watermelon (35), six (27), swimming pool (6), giggle (42) & Christmas (28)Maurice: Basketball (28), four (26), locker rm. (9), snicker & OctoberUnsaid #1s: Doctor's office, chuckle & Thanksgiving || "
1827,1064,1930,1926,M-U: Cullinses v. Mokiaos,9493,: Acc. to men an article of women's clothing that would hard for you to put on.,: On the scale how lovable are you?,: Something you'd see at a kids' birthday party.,: Cranberry what?,: Something you'd need to wrap Christmas presents.,"Malanai: Bra (32), 7 (18), cake (33), juice (39) & wrapping paper (42)U'i: Panties (23), 10 (22), presents, sauce & ribbonUnsaid #1s: Balloons & tape || "
1828,1065,1934,1935,"M-U: Starks (Curt, Dana, Mary Beth, Ben & Carly) v. Hawkinses (Baldwin, NY)(Dominic, Olivia, Sheila, Nick & Theresa)",9498,: If they can have a do-over what percentage of women do you think would marry their husbands all over again?,: An animal starting w/ F.,: Something you have two of that look exactly alike.,: Something teens try to cover up.,: A kind of place that's noisy.,"Mary Beth: 60% (11), fox (24), hands (3), drinking (13) & bar (50)Curt: 100% (4), frog (21), legs, their eyes & concert theater (7)Unsaid #1s: 50%, eyes & acne || "
1829,1066,1934,1936,"M-U: Starks v. Joneses (CHI)(Tene, Sukari, Lisa, Shanta & Erika)",9504,: A part of her body a female werewolf might have to shave several times a day.,: Something every kid would love to buy their mom.,: The age people give up on ever being in good shape.,: Something people make sure's comfortable before they buy it.,: Besides an apple a fruit you might find in a kid's lunchbox.,"Carly: Legs (28), home (29), 40 (23), shoes (32) & banana (55)Ben: Upper lip/face (46), car, 30, car & orangeUnsaid #1s: 50 & bed/mattress || "
1830,1067,1934,1937,"M-U: Starks v. Siroises (POR, OR)(Tammy, Brandon, Courtney, Alex & Savannah)",9509,: On the scale how messy is the interior of your car?,: What ball?,: A food people put TABASCO sauce on.,: Something you might Velcro to your body so you wouldn't lose it.,: A place a dog might lick you.,"Carly: 5 (14), basket (24), tacos (19), (car) keys (31) & face (53)Ben: 10, foot (18), eggs (27)- G.O. (Final answers: Boogie Board & crotch)Unsaid #1: 3 || "
1831,1068,1934,1935,M-U: Starks v. Hawkinses,9514,: Something that might be tickling you when you're asleep.,: A word rhyming w/ â€œtenderâ€.,: A state known for getting lots of snow.,: Crack the what?,: How many in. long is the avg. hot dog?,"Carly: Pillowcase (7), blender (6), CO (17), whip (39) & five (16)Ben: Dog/pet (30), IL & six (44)Unsaid #1s: Fender & MI || "
1832,1069,1934,1938,"CG: Starks v. Searses (Harrington, DE)(Dane, Katie, Karen, Cori & Devin)",9519,: If you got divorced how long would you wait before you started dating again?,: A place where you might get yelled at for falling asleep.,: Tell me the last person you hugged.,: A living thing that loves wood.,: One other word for â€œbeautifulâ€.,"Mary Beth: Yr. (32), church (19), children (23), beaver (34) & pretty (42)Carly: Six months (35), court, mom (21), chipmunk & ravishingUnsaid #1s: Work, spouse/mate & termites"
1833,1069,1931,1939,G2: Joneses v. Thomases,9524,: Something a woman gets a special pair of for her wedding.,: The age when a boy becomes a man.,: Something that gets licked.,: A kind of place where you avoid sitting in the front row.,: A material socks are made of.,"Jessica: Earrings (30), 16 (7), sucker (23), bus (2) & cotton (64)Alyse: Shoes (35), 13 (13), popsicle/ice cream (36), class & woolUnsaid #1s: 18 & movie theater || "
1834,1070,1936,1940,"G1: Joneses v. Lawrences (Charleston, SC)(Diane, Bonnie, Jennifer, Rachel & Keith)",9529,: Something in your life you hope to look back & said â€œI'm glad I did thatâ€.,: Something you buy for a pet cat.,: The age when girls start keeping diaries.,: Fishing what (fill in the blank w/ one specific word)?,: Something your doctor tells you to do that you really don't want to do.,"Lisa: Marriage/love (20), food (26), 12 (23), rod (13) & drink water (2)Erika: Kids (17), catnip (28), 13 (9), pole (40) & exercise (56)Unsaid #1: 10"
1835,1070,1941,1939,"G2: Basmas (Newnan, GA)(Naji, Elaine, Chad, Louana & Dave) v. Thomases",9534,: How many days in a row do you wear the same pair of pajamas w/o cleaning 'em?,: What father?,: A place starting w/ P that people go to.,: Something that might be blocked.,: Someone whose name you'd better not forget.,"Louana: Two (19), step (7), pub (6), road (35) & spouse/mate (49)Chad: Seven (11), grand (12), Panama City, artery (3) & momUnsaid #1s: Three, god & park || "
1836,1071,1936,1889,G1: Joneses v. Brewers,9539,: Something a cowboy might pawn if he needed money fast.,: Beach what?,: An occupation that you think has a large divorce rate.,: Give me the latest hour it's OK to call someone on a weeknight.,: A pet that tends to have the shortest lifespan.,"Danielle: Horse (23), towel (6), lawyer (14), 10PM (18) & fish (53)Cory: Boots (17), tent, doctor (15), 9PM (38) & dog (3)Unsaid #1s: Blanket & police"
1837,1071,1941,1943,"G2: Basmas v. Lewises (Latoia, Carlos, Mickey, Ray Jr. & Ray)",9544,: Something that can't mend a broken heart but sure can ease the suffering.,: The age when kids are the cutest.,: A kind of pet that doesn't require a pooper scooper.,: Something in outer space beginning w/ M.,: Black and what?,"Big Los: Music, five (3), fish (35), meteor (10) & blue (29)Ray Jr.: Money (16), three (18), pig, Mars (40) & white (64) Unsaid #1s: Food/candy, two & Moon || "
1838,1072,1944,1889,"G1: Robertses (New Orleans)(Regina, Derriyell, Reggie, Cormick & Denzel) v. Brewers",9549,: Something you probably see seven of if you went to the home of the Seven Dwarfs.,: The age when boys are too cool to trick or treat.,: Something that has a hook.,: A sport where players score a goal.,: Something a person might hide under at a nude beach.,"Danielle: Bed(room)s (46), 14 (19), Capt. Hook (6), football (14) & towel (48)Cory: Dwarfs (3), 15 (7), soccer (42) & clothesUnsaid #1s: 12 & fishing pole"
1839,1072,1872,1943,G2: Crovettos v. Lewises,9554,: Something that grandma might be holding in bed instead of grandpa.,: Something a person might get caught in.,: A body part that's really wrinkly.,: The age when girls stop playing w/ dolls.,: Something specific a clown wears.,"Greg: Cat (12), traffic (7), face/forehead (36), 15 & red nose (49)Mary Beth: (Grand)child, car (3), butt, 10 (16) & wig (13)Unsaid #1s: Pillow/covers, storm/rain & 12 || "
1840,1073,1946,1889,"G1: Jagrups (Queens)(Liz, Daniel, Alicia, Ryan & Steven) v. Brewers",9559,: Acc. to women it's OK if you hog the covers because your husband hogs the what?,: When you hit the sauce what kind of sauce is it?,: How many people do you think will attend your funeral?,: For the love of what?,: A state starting w/ T.,"Danielle: Toilet/bathroom (16), booze (37), 200 (3), God (43) & TX (45)Russ: Sink, BBQ (10), 150, heaven & TN (55)Unsaid #1s: TV & 50"
1841,1073,1872,1947,"G2: Crovettos v. Burtons (Washington, D.C.)(Star, Tarita, Pat, Justin & Nae)",9565,: Something w/ which you might accidentally poke yourself in the eye.,: How long does it take to lose 10lbs?,: Someone who might loan you $100 in a pinch.,: Something you take to the beach that might blow away.,: A food you cook at a campfire.,"Greg: Pen(cil)(25), month (33), dad (14), tent & burgersMary Beth: Stick (4), two months (21), mom (27), ball (7) & hot dog (52)Unsaid #1s: Finger & umbrella || "
1842,1074,1948,1889,"CG: Carswells (Quinae, Marques, Gwendolyn, April & Quincy) v. Brewers",9570,: Acc. to women how many sexy nightgowns do you own?,: Something a pirate might remove before he goes to bed.,: What would you do if your boss was always picking on you?,: A family expense that increases w/ each child.,: A color of apple.,"April: Five (7), hat (4), quit/get new job (31), vacation & red (63)Marques: Eight, eye patch (29), cuss him out (29), food/groc. (44) & greenUnsaid #1: Two"
1843,1074,1872,1949,"G2: Crovettos v. Pierces (New Orleans)(Kiana, Arlinda, Monique, Neal & Loyce)",9575,: If you want to live to be 100 stop ________________ so much.,: On the scale what number are you?,: Something women try to squeeze themselves into.,: A zoo animal that might win a prize for biggest booty.,: A word rhyming w/ â€œlotionâ€.,"Alexandra: Smoking (30), 7 (27), pants (45), elephant (48) & potion (44)Mary Beth: Eating (22), 8, dress, hippo & motion || "
1844,1075,1948,1950,"G1: Carswells v. Lathams (Indian Head, MD)(Dean, Taylor, Donald, Justin & Jimmy)",9580,: Something a caveman might say he wanted for Christmas.,: An animal you can describe using only physical gestures.,: Something you hate to do alone.,: Dark what?,: On the scale how good of a mom was your mom?,"Justin: Electricity, monkey/ape (28), drink (4), room & 10 (43)Jimmy: Club (28), dog (19), sleep (8), matter (7) & 9 (17)Unsaid #1s: Go to movies & â€œKnightâ€"
1845,1075,1872,1951,"CG: Crovettos v. Parlocks (Huntington, WV)(Jeremiah, Alex, Elizabeth, Daniel & Amos)",9585,: Something children are riding on when they yell â€œWhee!â€.,: On the scale how cute's your nose?,: Bottle what?,: Something big you never want to be chased by.,: Tell me the last person you said â€œSorryâ€ to.,"Alexandra: Roller coaster (24), 4 (9), water, elephant (10) & mom (6)Mary Beth: Bicycle (20), 7 (12), cap (26), bear (35) & spouse/mate (58)Unsaid #1: 5 || "
1846,1076,1940,1950,G1: Lawrences v. Lathams,9590,: A part of your body that looks older than the rest of your body.,: On the scale how funny are you?,: A snack you eat to carry you over between breakfast & lunch.,: What's the worst thing about taking public transportation?,: A place where people keep a night light.,"Justin: Face (31), 10 (12), chips (8), germs (9) & bathroom (36)Jimmy: Legs (5), 8 (18), pretzels (2), crowds/people (44) & bedroom (49)Unsaid #1s: 5 & fruit"
1847,1076,1949,1947,G2: Pierces v. Burtons,9595,: A kind of sandwich a kid gets for lunch that (s)he thinks is gross.,: A word rhyming w/ â€œspringâ€.,: A place a man would go looking for a sugar mama.,: The age when a person falls in love for the 1st time.,: Something a person might want to do after eating frog legs.,"Nae: Tuna (26), ring (23), church, 30 & throw up (47)Justin: Ham/cheese (3), sing (7), groc. store (7), 16 (36) & jump (8)Unsaid #1: Bar/nightclub || "
1848,1077,1952,1950,"G1: Cooks (MEM)(Charles, Christina, Gwen, Allysean & Alex) v. Lathams",9600,: Acc. to ladies on the scale how good would you be as a stripper?,: What salad?,: A place teens go where their parents might follow 'em.,: Something you might not have time to do if you oversleep.,: If you look under your bed what would you see?,"Justin: 8 (3), tossed (11), sporting event (2), brush teeth (6) & dust (45)Jimmy: 4 (12), silly, significant other's home (4), eat (breakfast)(37) & monsterUnsaid #1s: 1, potato & fruit (tied) & mall/store"
1849,1077,1953,1947,"G2: Kyles (Dripping Springs, TX)(Frances Ann, Mary Margaret, David, Bodie & Christi) v. Burtons",9605,: Something specific people do to get over a broken heart.,: How old is too old to be a stripper?,: Any kind of chair.,: Something you do at the exact time each day.,: Something that goes around & around.,"Pat: Drink (11), 50 (12), arm (3) & wheel (3)Justin: Listen to music (3), 60, rocking (29), brush teeth & merry go-rd. (49)Unsaid #1s: Date, 30 & wake up || "
1850,1079,1954,1950,"G1: Davidenkos (Meredith, Dan, Sherry, Cam & Kathy) v. Lathams",9610,: Acc. to men name the worst thing for an ex-wife to take from you.,: Broken what?,: An animal that hunts at night.,: What's the longest you've gone w/o checking your email?,: A state where kids can pretty much play outdoors yr.-round.,"Donald: $ (23), Arrow (6), deer, 2hrs & TX (8)Jimmy: Kids (27), mirror (3), lion (6), hr. & FL (56)Unsaid #1s: Heart(ed), owl & day"
1851,1079,1955,1947,"G2: Kamalus (Waianae)(Noe, Jessica, Ka'ohinani, Raquel & Nikki) v. Burtons",9615,: A holiday/occasion that would be a bad time to break up w/ someone.,: On the scale how much fun are newborns?,: What mail?,: Something people put in their iced tea.,: A body part a pirate might be missing.,"Tarita: Valentine's Day (47), 7 (5), alpha, lemon (49) & eye (28)Nae: Christmas (39), 6 (6), black (5), sugar (35) & legUnsaid #1s: 1 & junk & E (tied) || "
1852,1080,1956,1950,"G1: Clarks (Sharpsburg, GA)(Carla, Monica, Tabitha, Marc & Brenda) v. Lathams",9620,: Something Santa has a pic of on his business card.,: A part of a dog a flea considers prime real estate.,: A type of wreck.,: Tell me how long a refrigerator lasts.,: Something that has curves.,"Jimmy: Sleigh (23), back (16), car (48), 10yrs (44) & woman (45)Justin: Rudolph/reindeer (34), ears, train, 8yrs & roadUnsaid #1: Butt"
1853,1080,1951,1947,G2: Parlocks v. Burtons,9625,: If a magician lost his/her rabbit name another furry animal (s)he might pull out of his/her hat.,: On the scale how much do you need a shrink?,: Something an independent woman buys for herself.,: What powder?,: A food that's high in starch.,"Tarita: Hamster (10), 10 (10), jewelry (24), baby (32) & potato (47)Nae: Guinea pig (6), 7 (6), car (26) & corn (6)Unsaid #1s: Cat/kitten & 1 || "
1854,1081,1957,1958,"G1: Benkoskis (Madison, GA)(Katelin, Julie, Farmer John, Alissa & Leah) v. Coffils (Mapleton)(Ashley, Dre, Donna, Tioka & Raymond)",9630,: An animal that would be really hard to stay on if you tried to ride it.,: A sport w/ lots of bald guys.,: What cup?,: How often does a married couple have a really big fight?,: A fruit you need a ladder to pick.,"Ashley: Bull (26), soccer, sippy (3), every other wk. (3) & orange (17)Dre: Horse (4), basketball (25), D, once a wk. (11) & apple (51)Unsaid #1s: Coffee & once a month"
1855,1081,1959,1953,"G2: Meekinses (NY)(Stehja, Michelle, Steve, Rahmel & Ty) v. Kyles",9635,: Acc. to ladies on the scale how hairy do you like your men?,: What ache (one specific word)?,": Something you saw, you wanted & you got.",: A word rhyming w/ â€œtrashâ€.,: A musical instrument that's played using your mouth.,"Frances Ann: 6 (4), head (24), bracelet (2), mash (7) & harmonica (19)David: 7, heart (5), car (28), lash & flute (41)Unsaid #1s: 5, back & cash || "
1856,1083,1926,1958,G1: Mokiaos v. Coffils,9640,: Something a cowboy might put his head on when he sleeps out on the prairie.,: At what age does a child want total privacy?,: Something you'd hate to do if someone's watching you.,: A slow-moving animal.,: Something that can ruin a picnic in the park.,"Dre: Hat/clothes (30), 13 (21), use bathroom (16), sloth (28) & bugs (39)Ashley: Hay (9), 12 (34), eat (25) & turtleUnsaid #1: Rain/weather"
1857,1083,1961,1953,"G2: Phillipses (CHI)(Cami, Vivian, Annie, Antonia & Keta) v. Kyles",9645,: If he ran out of food something a cowboy might catch & cook over the campfire.,: The age that's the prime of life.,: Something a person might be in between.,: A city known for having really bad traffic.,: A reason a woman's wearing a bathing suit & high heels.,"Annie: Squirrel (9), 21 (2), jobs (43), L.A. (41) & stripteaseAntonia: Lion, 13, NY (39) & beach (4)Unsaid #1s: Rabbit, 40 & beauty pageant || "
1858,1084,1962,1958,"G1: Youngs (Hiram, GA)(K.J., April, Kevin, Stephanie & Keith) v. Coffils",9650,: Someone who loves to give you advice even if their own life's in a mess.,: A girl's name that only has three letters.,: On the scale how self-absorbed are you?,: Christmas what (fill in blank w/ only one word)?,: Something that both dogs & cats love to do.,"April: Dad (5), Amy (28), 8 (4), Eve (15) & be petted (6)Kevin: Mom (23), Kim (2), 10 (5), gift & lick themselves (9)Unsaid #1s: Friend, 5, tree & sleep"
1859,1084,1961,1963,"G2: Phillipses v. Williamses (Warrenton, VA)(Sandy, Marilyn, Tyler, Amy & Wayne)",9655,: Acc. to married ladies a place your husband goes that gets him into hot water.,: A word rhyming w/ â€œmatchâ€.,: Something you'd have at a Hawaiian-themed party.,: The age you learned to read.,: The 1st animal sound a child learns to make.,"Tyler: Strip joint (36), hatch (23), shirts (2), five (42) & bark (30)Sandy: Bar (42), catch (24), palm trees, six (25) & mooUnsaid #1: Food/luau || "
1860,1085,1962,1964,"G1: Youngs v. Martins (Hoschton, GA)(Matthew, Christy, Ross, Austen & Michelle)",9660,: On the scale how much do you hate stepping on the bathroom scale?,: Something you put on that isn't clothing.,: Something people do when they have extra time in the morning.,: Something you wish you had another pair of.,: Besides pirates something you see in every pirate movie.,"Stephanie: 5 (23), shoes, watch TV (18), shoes (38) & boat (52)April: 6 (10), makeup (18), read (14) & piratesUnsaid #1s: 10, cologne/aftershave & sleep"
1861,1085,1965,1963,"G2: Simons (West Orange, NJ)(Dedra, Brett, Monet, Sandy Tate & Jeanine) v. Williamses",9665,: You always get mad at a family member if they eat the last what?,: Tell me how long the avg. celebrity marriage lasts.,: A word rhyming w/ â€œpruneâ€.,: Something that was made to last in the old days.,: Something Tarzan's son might bring to school for show & tell.,"Tyler: Piece of cake (7), 5yrs (17), cars (38) & jockstrap (9)Sandy: Piece of pie (12), 3yrs (13), spoon (4), marriages (10) & monkey (53)Unsaid #1s: Cookie, 2yrs & dune || "
1862,1086,1962,1966,"G1: Youngs v. Ah Yous (Laie, HI)(Mariaha, Jaclyn, Kingsley, Julia & Ephraim)",9670,: Something a lawyer might tell a man that he's going to lose if he divorces his wife.,: An animal starting w/ R that you'd never want to eat.,: Something you get stuck in.,: 50 is the new what?,: A sound you hear in the morning.,"Julia: Everything, rabbit (18), hole (2), 20 (4) & alarm clock (42)Ephraim: Home (37), reindeer, mud (37), 100 & children crying (3)Unsaid #1s: (Half of) money, rhino & 40"
1863,1086,1967,1963,"G2: Lloyds (Nahjia, Angela, Derrick, De'Marcus & Tramere) v. Williamses",9675,: Acc. to women on the scale how hot do you look from behind?,: A word rhyming w/ â€œsoupâ€.,: An animal starting w/ P.,: Which of the seven dwarfs' names describes many grandpas?,: A food that grows beneath the ground.,"Derrick: 5 (28), loop (20), pig (21), Grumpy (49) & potato (64)Angela: 7 (28), boop, panda, Dopey & beetUnsaid #1: Hoop || "
1864,1087,1878,1966,G1: Goodmans v. Ah Yous,9680,": Acc. to men if you want to make a woman happy, something you should buy her a pair of.",: On the scale how much fun do you have w/ your family?,: A measurement of their wife's that most guys don't know.,: Something people do at a wild party.,: An animal that walks w/ a waddle.,"Julia: Homes, 9 (11), waist (26), drink/body shots (30) & elephantEphraim: Boots (43), 10 (24), neck size, hook up (13) & pigUnsaid #1s: Earrings, bust/bra & duck"
1865,1087,1967,1969,"G2: Lloyds v. Lozanos (Riverside)(Josh, Maria, Rich, Jason & Jodi)",9685,: At what age do people happily share naked pics of themselves?,: The alcohol that you think gives you the worst hangovers.,: The oldest thing you'd find in your bedroom.,: What sticks?,: Besides gifts something you buy every Christmas.,"Derrick: 18 (17), rum (7), bedspread (2), Chick-O & lights (12)Angela: 16 (3), tequila (24), shoes/clothes (18), match (4) & cards (12) Unsaid #1s: 20, furniture/bed, pick up & tree || "
1866,1088,1970,1966,"G1: Shannons (Stone Mountain, GA)(Cory, Kayla, Tamika, Michelle & Adrianne) v. Ah Yous",9690,: Acc. to men on the scale when it comes to women how important are looks?,: Something you see in a jail cell.,: An animal people ride that's hard to get up on.,: Which U.S. state gets the most tourists?,: A word rhyming w/ â€œgumboâ€.,"Kayla: 10 (9), prisoners (18), horse (29), Vegas & jumbo (57)Cory: 9 (13), bars (21), camel (28), WA (2) & â€œDUMBOâ€ (28)Unsaid #1s: 5 & 8 (tied), bed/sheets, elephant & FL"
1867,1088,1967,1971,"G2: Lloyds v. Lehmans (Beckley, WV)(Kyle, Jessi, Kaitlynn, Galen & Dane)",9695,: Acc. to ladies an animal that if it talked might sound just like your man.,: A word rhyming w/ â€œoilâ€.,: Which of the seven dwarfs' names best describes you?,: Tell me how many locks you check at bedtime.,: A kind of machine that you see in a laundromat.,"Jessi: Dog (20), boil (34), Happy (39), two (43) & washing machine (53)- ACEDDane: Bear (17), spoil, Dopey, all & dryer || "
1868,1089,1970,1972,"G1: Shannons v. Kidwells (Gainesville)(Bruce, Kierstin, Kaitlin, Kelsey & Terrie)",9700,: An animal whose name children mispronounce.,: Something you go through quickly.,: A kind of place that's usually very peaceful.,: On the scale how good are you at telling lies?,: A way eggs are cooked that describes someone's personality.,"Kierstin: Rhino (13), money (26), church (18), 7 (15) & scrambled (44)Kaitlin: Hippo (21), obstacle course, beach/ocean (27), 8 (11) & runnyUnsaid #1: 1"
1869,1089,1973,1971,"G2: Hollingsworths (Covington, GA)(Shameeka, Chanci, Karen, Teisha & Angie) v. Lehmans",9705,: It's bad if a pigeon poops on you; it's worse if what kind of bird poops on you?,: Something a woman might keep on her makeup table.,: Keep it what?,: What time do trick-or-treaters show up at your door?,: Something you'd have a hard time doing if your leg was in a cast.,"Angie: Canary, lipstick (20), real (19), 6PM (36) & jumping (4)Teisha: Penguin, blush (11), simple (13), 7PM (18) & running (42)Unsaid #1s: Ostrich & clean || "
1870,1090,1974,1972,"G1: Baldwins (CIN)(Ming-Toy, Tiffany, Tamarah, Emmanuel & Swan) v. Kidwells",9711,: Acc. to ladies we know you can't keep a secret so who's the 1st person you'd tell?,: On the scale how much of a leader are you?,: What color's most of the food you eat?,: Something a woman dreams of doing once in her life.,: Something w/ a hood.,"Terrie: Spouse/mate (26), 8 (35), green (36), being rich (10) & sweatshirt (20)Kierstin: Friend (35), 7 (11), red (17), mom (8) & jacket (18)Unsaid #1s: Getting married & car"
1871,1090,1973,1868,G2: Hollingsworths v. Johnsons,9716,": A place cellphone users yak on the phone, annoying all those around 'em.",: On the scale how much did high school suck?,: A sport that's expensive to play.,: A fruit that bruises easily.,: A physical characteristic most men want to change about themselves.,"Angie: Restaurant (30), 7 (6), football (20), peach (29) & bald head (14)Teisha: Work (4), 9 (7), baseball (3), banana (31) & buttUnsaid #1s: 10, golf & weight/belly || "
1872,1091,1976,1972,"G1: Ogletrees (Chris, Don, Vanessa, Jadon & Renee) v. Kidwells",9721,: Acc. to men on the scale how much do you like bimbos?,: A place a man grows hair where he doesn't want to.,: Name the most uneventful month of the yr.,: A musical instrument you hold between your legs.,: A word rhyming w/ â€œdreamâ€.,"Terrie: 2 (16), back (28), Feb. (8) & steam (3)Kierstin: 8 (10), chest (2), Apr. (6), banjo (2) & beam (5)Unsaid #1s: 1, Mar., cello & cream"
1873,1091,1973,1977,"G2: Hollingsworths v. Hills (Bartlett, TN)(Connita, Henderson, Unique, Henderson III & Javier)",9726,: Acc. to ladies if a man accidentally touched your body name a part of his body you might accidentally break.,: Tell me how much one of Steve's cigars costs.,: Something a weatherman might lose in a hurricane.,: Walk the what?,: Something kids spend their allowance on.,"Unique: Groin (9), $100 (25), umbrella (41), dog (7) & video games (21)Connita: Legs, $50 (12), toupee (10), plank (42) & candy/food (52)Unsaid #1: Fingers/hands || "
1874,1092,1978,1972,"G1: Fishers (Cheryl, Tiffany, Davina, Kim & Tara) v. Kidwells",9731,: Something of his a detective wouldn't want to find another man's fingerprints on.,: On the scale how much fun is marriage?,: A food item you buy the most of during the month.,: Something people ride where they might need a barf bag.,: Something specific that people use to take care of their lawn.,"Terrie: Gun (38), 8 (24), milk (29), airplane (42) & lawnmower (57)Kierstin: Wallet (5), 10 (22), bread, roller coaster/amusement park & hedger"
1875,1092,1979,1977,"G2: Kincaids (Woodstock, GA)(Janet, Janna, Matt, Renee & Cheryl) v. Hills",9737,: A food that's to blame for at least five of your extra lbs.,: A kind of animal that's easily recognizable from the rear-end.,: On the scale how cute are newborns?,: Something that might spin out of control.,: Surf what?,"Janna: Chocolate/candy (14), donkey (3), 8 (13), car (32) & board (42)Janet: Cake (8), pig (7), 10 (35), your brain (2) & wave (2)Unsaid #1s: Ice cream & elephant || "
