CommentID,PostID,CommentOrder,Author,Comment
1386,1026,3,Matthew Yothers ,"Also, Cedric from the McClinic family explained that he lost both of his legs in Afghanistan."
1387,1026,4,Matthew Yothers ,So he had to do the show in prosthetics.
1388,1027,1,Matthew Yothers ,"For that last question, “something parents are always telling their kids to shut”, the #1 answer was actually the door/fridge."
1389,1027,2,jpgenius ,"Third times the charm – WTG Abbates! And welcome back, Broadous family."
1390,1028,1,jpgenius ,"One more, Abbates. One more…"
1391,1029,1,jpgenius ,"GO ABBATES! 🚙💵 And great work finally winning $20K, Broadouses! One more…"
1392,1030,1,jpgenius ,"Sorry, Broadouses. And the Kinders came OH so close in FM. 😥"
1393,1031,1,jpgenius ,"Nate sure lives up to his nickname (Nate the Great), and Khristina’s FM was a nail biter! Fun episodes all around. 😁"
1394,1032,1,jpgenius ,"Keep it going, Kindells. And one more, McClinics…"
1395,1033,1,Matthew Yothers ,"First, the Grier family vs the Hagemann family, then the Wester family vs the Gant family, then the Schmidt family vs the Woods family, then, the Flowers family vs the Matkin family, and NOW the McClinic family vs the Abbate family. We’ve just made it 5 times so far that we’ve had 2 car winners against each other."
1396,1033,2,Matthew Yothers ,This game also gave us three cars in a row in Group 1.
1397,1033,3,jpgenius ,GO MCCLINICS! 💵🚙
1398,1033,4,jpgenius ,"And I’m sorry, but “you can eat them both” took me OUT. 😂"
1399,1034,1,jpgenius ,"OH so close for the McGraws… 😬 But keep it going, Thomases."
1400,1035,1,jpgenius ,"Welcome back (again), Kargbos! And boy, the Tripps’ FM was pretty anticlimactic. 😬 Can’t wait to see them in January."
1401,1036,1,jpgenius ,The Aranas crushed it again.
1402,1037,1,jpgenius ,"The Ewers seem like fun (BTW they’re from Georgia, and Lainie’s an opera/classical singer). And I’m sad to see the Kargbos go, but at least they won $20K."
1403,1038,1,jpgenius ,GO JAMES! 👏🏾
1404,1039,1,jpgenius ,I can’t wait for the Hedgecoths to come back. 😂
1405,1040,1,jpgenius ,OUCH – I SO wanted Connor to make a comeback. 😬
1406,1041,1,jpgenius ,3rd time’s the charm – GO NIKKI! 👏🏾
1407,1042,1,jpgenius ,The Hedgecoths are on FIRE! 🔥 Great FM teamwork by both winning families!
1408,1043,1,jpgenius ,"Man. I’m sorry, Hedgecoths. 😔"
1409,1044,1,jpgenius ,Fatima cracked me UP in FM! 😂 But bummer for the Joneses in their round.
1410,1045,1,jpgenius ,GO STEVEN!!! And Shannon! 👏🏾
1411,1046,1,Matthew Yothers ,"The Rahns actually competed on the Feud three years ago when the Nguyen family shut them out for the car, and they are back for revenge."
1412,1046,2,jpgenius ,"Welcome back, Rahns! Can’t wait to see them and the Jacksons return next week."
1413,1047,1,jpgenius ,Go Dwayne and Kelly! 👏🏾
1414,1048,1,jpgenius ,"One more, Rahns. One more…and the Armstrongs seem like fun."
1415,1049,1,Matthew Yothers ,"Wow, this 2nd match now makes it 6 times we’ve had two cars winners against each other. 3 years ago, the Rahn family was up against the Nguyen family, and the Nguyens shut them out to get the car in that game."
1416,1049,2,jpgenius ,"A car and another 20 grand? GO RAHNS! 👏🏾🚙💵 And nice work in FM, Lawrence!"
1417,1050,1,jpgenius ,The second match was hilarious. 😂
1418,1051,1,jpgenius ,"Welcome back, Anthonys! And the Armstrongs have gotten HOT! 🔥 One more, folks… 🚙"
1419,1052,1,jpgenius ,"Sorry, Armstrongs. 😔 But I enjoyed our Louisiana champs."
1420,1053,1,jpgenius ,"Go Shelby! 👏🏾 And man, Janetta sure tried in FM."
1421,1054,1,jpgenius ,"Nice job in FM, Pughs! (BTW the last top answer was Democrat.) But I’m sad to see the Seguras go, they seemed like fun."
1422,1055,1,Matthew Yothers ,"In the first game, Daniel was the one who went first in Fast Money, not David."
1423,1055,2,jpgenius ,"The Pughs have gotten HOT! 🔥 And great job in FM, Daniel! 👏🏾"
1424,1056,1,jpgenius ,"One more, Pughs…one more… 🤞🏾 And I enjoyed the first match. I can’t wait to see our champs return next week. 😉"
1425,1057,1,jpgenius ,"The Ortiz boys better keep it up, they’ve gotten HOT! 🔥 And great car-winning comeback by the Pughs! 👏🏾🚗"
1426,1058,1,jpgenius ,"Great run, Ortiz boys. And awesome Sudden Death wins by the new champs!"
1427,1058,2,Rohan Johnson ,"Yup, but sad to see the Browns miss by 14 in Fast Money."
1428,1059,1,Rohan Johnson ,"Great job in Fast Money Brewer Family, But man, Another painful FM lost by the Brown Family? Ouch!"
1429,1059,2,Rohan Johnson ,"I meant the Denards, and I also meant loss."
1430,1060,1,jpgenius ,It’s very unusual to see a family NOT win FM after 3 days.
1431,1060,2,Rohan Johnson ,"Yup, and I’m also sad to see the Denards go."
1432,1060,3,jpgenius ,"Yeah, they were good players. They survived Sudden Death – twice. But Marcos’ answer in the triple-point question had us cracking up. 😂"
1433,1061,1,Matthew Yothers ,"I just found out that the Trust girls competed on the Feud three years ago and won twice there. I’m glad they finally got the $20,000 this time, but I feel bad that the Brown family missed out on the car and failed to get $20,000. Good luck on getting that car tomorrow, Trust girls!"
1434,1061,2,jpgenius ,"Sorry, Browns. But I hope the Trust ladies win a car. (Back-to-back car games in the same run?) 😏"
1435,1062,1,jpgenius ,"Great run, Montás family. The new champs in both runs seem like fun."
1436,1063,1,jpgenius ,"Our new champs cracked me up. I can’t wait to see them in April (or May). 😂 (By the way, the Paganos weren’t shutout, they had some points.)"
1437,1064,1,jpgenius ,"Welcome back, Mokiaos! It’s so refreshing to see a family from Hawaii win the Feud this season. Aloha! 👏🏾"
1438,1065,1,Matthew Yothers ,Where’s the Mokiaos family? Aren’t they supposed to come back for their third time today?
1439,1065,2,jpgenius ,"Time commitments, perhaps."
1440,1065,3,Matthew Yothers ,"Well, we still don’t know when the Zhang family will be back to play for the car either, we haven’t seen them since 2019."
1441,1065,4,jpgenius ,"I’m surprised the Mokiaos aren’t returning (at least for now), but the Starks tried in FM."
1442,1066,1,jpgenius ,Go Carly! 👏🏾
1443,1067,1,jpgenius ,The first question was just nasty. Dorothy is a CHILD! 🤢
1444,1068,1,jpgenius ,"Welp, at least we’ll see if the Starks win a car on Monday. 😏"
1445,1069,1,jpgenius ,"Two FM wins AND a car? WTG Starks! 👏🏾🚙 And welcome back, Thomases. 😉"
1446,1070,1,Alan ,"Good first episode undone by that nightcap result – that’s what deepscan would probably call a 50/50 split day for Harvey.
Chain Reaction (BR win) is our only big winner so far today, with W & J still pending."
1447,1070,2,jpgenius ,"Welcome back, Joneses! 🎷"
1448,1071,1,jpgenius ,Great comeback by Ray Jr.! Both of these episodes had me ROLLING. 😂😂😂
1449,1072,1,Alan ,"From ‘The Kelly Clarkson Show”:

."
1450,1072,2,jpgenius ,"That’s a lot of recent returning families. Welcome back, Crovettos. This family and the Brewers are FUNNY. 😂"
1451,1073,1,jpgenius ,Yay Brewers! Let’s get one more win on Monday… 🚙
1452,1074,1,Alan ,"Fast Money Win + Fast Money Win On Same Day Nightcap = Today’s Leader, going into the Sony Syndies."
1453,1074,2,Alan ,"…And with those two shows middling out, Harvey is awarded for the game show with the best performance today.
Had to be careful there, almost gave it to Gino D’Acampo instead."
1454,1074,3,jpgenius ,"Sorry, Brewers. 😔 But the Carswells seem like fun and I’m happy to see them win $20K, as well as the Crovettos! Go Alexandra! 👏🏾"
1455,1075,1,jpgenius ,Whoa – a car win AND Mary Beth’s miraculous FM comeback? What a day for the Crovettos! 👏🏾💵🚙🎊
1456,1075,2,Matthew Yothers ,"Wow, Fast Money comeback of the century, they got 200 right on the nose."
1457,1076,1,Matthew Yothers ,Is today’s Group 2 game the second game in which we have two returning families after a car win?
1458,1076,2,jpgenius ,"Whew, Jimmy got lucky with his last two answers! 💨 And welcome back to all our returning families, especially the Burtons. They seem like fun. 😉"
1459,1077,1,Alan ,"From fellow daytime denzien ‘The Kelly Clarkson Show’:
"
1460,1077,2,jpgenius ,I enjoyed the Cooks and Kyles. They had me in STITCHES. 😂
1461,1080,1,Matthew Yothers ,We now have 7 match-ups with 2 car winners against each other when we had the Crovettos vs the Burtons less than 2 weeks ago.
1462,1080,2,Nick Brundidge ,Congratulations to both families
1463,1080,3,jpgenius ,"TWO car wins in one night?! That hasn’t happened in YEARS! Congrats, Lathams and Burtons! I enjoyed them. 🚙💵🎊👏🏾"
1464,1081,1,jpgenius ,"Welcome back, Kyles! All four families seem like fun."
1465,1083,1,jpgenius ,Go Cofills! And the Phillips seem like a laugh riot. (But I’m sad to see the Mokiaos go.)
1466,1083,2,jpgenius ,I meant to say *Coffils.*
1467,1083,3,Matthew Yothers ,"It’s good to see the Mokiaos again after waiting to come back for less than a month. And they are leaving with $20,000 after their brilliant performance last time."
1468,1084,1,jpgenius ,Go Tyler! And the Youngs are hilarious. 😂
1469,1085,1,jpgenius ,Can’t wait to see the Youngs and Williams next week.
1470,1086,1,jpgenius ,Go Derrick! 👏🏾
1471,1087,1,jpgenius ,"It’s OK, Ah Yous and Lloyds. We’ll get ‘em next time."
1472,1088,1,jpgenius ,"Nice work, Shannons! And GO JESSI! No one’s gotten all the top answers in years! 👏🏾"
1473,1089,1,Matthew Yothers ,"I saw in a YouTube video that the challenging family in game 2 is actually the Hollingsworth family, not the Collingsworth family."
1474,1089,2,jpgenius ,Bummed to see the Shannons and Lehmans go.
1475,1090,1,jpgenius ,"Whew, Kierstin’s FM was suspenseful but it all worked out! Can’t wait to see the Kidwells and Hollingsworths next week. 😉"
1476,1091,1,jpgenius ,"Great teamwork, Hills!"
1477,1092,1,jpgenius ,Go Terrie! 👏🏾
1478,1092,2,Matthew Yothers ,"I agree, and in the 2nd game, Cheryl from the Kincaid family was gone for part of the game. Where was she?"
1479,1092,3,jpgenius ,I just noticed that! What the heck?! 😳
1480,1093,1,Alan ,"Missed it by *that* much, and by my reckoning (correct me if I’m wrong), that’s a Daytime Car Shutout.
Only Elizabeth Banks can save our Wednesday now.  (Go Whammies!)"
1481,1093,2,jpgenius ,"Poor Kidwells and Kincaids. No car for the former, and a close FM loss for the latter. 😔"
1482,1093,3,Colin Roley ,Speaking of family feud coming back in september its time for the Audience to come back and social distancing go Bye Bye
1483,1095,1,Alan ,(spoiler)
1484,1095,2,jpgenius ,Happy birthday Sheryl! This was a fun celebratory episode. 😁
1485,1096,1,Alan ,"To borrow deepscan’s scoring system, a 50/50 split result here, but a losing show for everyone not nicknamed ‘Beastie’, means a losing night for the Alpha-Net (no winnings up for grabs on ‘Truth’).  That leaves Elizabeth, Michael and Joel to bail them out on Wednesday; at least two winning shows are needed (IMHO)."
1486,1096,2,jpgenius ,Quite a mixed bag of fun episodes.
1487,1097,1,jpgenius ,I’m glad Terry Bradshaw returned. 😂
1488,1099,1,jpgenius ,The first episode had me cracking up! 😂😂😂
1489,1103,1,jpgenius ,"Although grown-ish is a show my mom loves, the cast of Good Trouble cracked me up. 😂 And it’s awesome to see a rare inevitable Sudden Death (where it would happen whether or not the opposing team stole)."
1490,1104,1,jpgenius ,I had no idea how funny Jimmie Allen and his teammates were. 😂😂😂
1491,1105,1,zhifos12 ,"The Chase was preempted tonight for a special about the Fall of Afghanistan. After it was over, ABC showed a rerun from earlier in the season."
1492,1105,2,Alan ,"My heart goes out to all those who served/fought/worked for 20 years to make that a better place, only to have others unnamed (I won’t get too political here, but both administrations will have to share the blame IMHO) undo it all in less than 20 weeks.  It’s Saigon all over again.  No words.
(CNN reporting tonight that Taliban fighters are being ordered not to prevent civilian evacuees from leaving.)"
1493,1105,3,jpgenius ,"Both of these episodes were funny, but the end of the first one was a MAJOR disappointment. Who doesn’t clap in church?! 😳"
1494,1106,1,jpgenius ,"GO WARRICK! This was an interesting Disney special, to say the least. The decorations looked awesome, and it gives me hope that we may have Halloween or Christmas specials or even a Big Money Tournament/Bonus Week."
1495,1107,1,jpgenius ,"These two matches were hilarious, and the MLB alums were pretty energetic, especially Hunter and Dallas. 😂"
1496,1108,1,jpgenius ,"Joe, Joe, Joe … I’m at a loss for words. 😬"
1497,1109,1,Alex Coleman ,"The #1 answer to the 4th question was the pool, and the #1 answer to the Dwarves question was Dopey"
1498,1109,2,jpgenius ,Thanks. I was wondering why Steve didn’t mention those answers.
1499,1109,3,jpgenius ,"Hilarious episodes as always, especially the first one. Fran cracked me up! 😂"
1500,1110,1,jpgenius ,"Both of these episodes had their quirks, but I couldn’t keep a straight face during Chynna’s Fast Money chant."
1501,1111,1,jpgenius ,"Nice job, Rhodes ladies! 📣"
1502,1112,1,Matthew Yothers ,"And flower shop is worth 57, not 59."
1503,1112,2,jpgenius ,"It’s OK, Georgette. There’s always next time."
1504,1113,1,jpgenius ,Go Joshea! 👏🏾
1505,1114,1,jpgenius ,Very rare to see a South Dakota clan on the Feud. And they did great in Fast Money.
1506,1114,2,jpgenius ,"BTW, I think the Whites tried to go to Sudden Death with “go” (like the traffic light), not “gold.”"
1507,1115,1,jpgenius ,"Keep it going, Zomers."
1508,1116,1,jpgenius ,Go Kincaids! 👏🏾
1509,1117,1,Alan ,Not even Harvey had a good day today.  Matt wins another one by default.
1510,1117,2,jpgenius ,"Good run, Kincaids. And the Alcos family had me cracking up. 😂"
1511,1118,1,jpgenius ,"Nice job, Tuckers! But I wasn’t expecting Alicia’s “work” answer in R2. 😱"
1512,1119,1,jpgenius ,Would you like me to send you a recap?
1513,1119,2,Matthew Yothers ,"Why 6 pairs of underwear?! That’s not a nice rounded number. If I were asked that question, I would say 10."
1514,1120,1,jpgenius ,Very interesting last couple of rounds.
1515,1121,1,Matthew Yothers ,Wow! Go Grace! She just put up the biggest comeback ever in Family Feud history in this era.
1516,1121,2,Matthew Yothers ,Wow! Go Grace! She just put up the biggest comeback ever in Family Feud history in this era.
1517,1121,3,Matthew Yothers ,Sorry about the repeat.
1518,1121,4,Dylan Orndorff ,Awesome comeback for Grace!
1519,1121,5,jpgenius ,GO GRACE!!! 👏🏾👏🏾👏🏾 And the Bonitatibus family seem like fun. 😁
1520,1121,6,Matthew Yothers ,And both Dale & Rocky II shocked their wives (Myra & Lori) on that second question.
1521,1122,1,jpgenius ,WTG Bonitatibus family! 👏🏾 I can’t wait to see the Kings next week.
1522,1123,1,jpgenius ,"See you next week, Bonitatibus family."
1523,1124,1,jpgenius ,"Nice work, Germanys!"
1524,1125,1,jpgenius ,"Good work, Patels. And I wasn’t expecting THAT answer in Round 2 of game 2."
1525,1126,1,jpgenius ,The Germanys are on a nice little roll.
1526,1127,1,Matthew Yothers ,"Wow, the Germanys are killing this Fast Money, $60,000 is 4 shows?! We haven’t seen that since Richard Karn hosted this show."
1527,1127,2,Matthew Yothers ,"And for Game 2, I found out that the Dukers won, but do you know what happened in Fast Money?"
1528,1127,3,jpgenius ,The Dukers won $20K.
1529,1127,4,Matthew Yothers ,And who did Fast Money here?
1530,1127,5,jpgenius ,CJ and Liz.
1531,1127,6,jpgenius ,"WHOA, the Germanys are REALLY hot! 🔥"
1532,1128,1,Matthew Yothers ,"I’m just wondering, how much money did the Dukers win last time?"
1533,1128,2,Matthew Yothers ,"Never mind, I just found out that they won the $20,000 in the previous game."
1534,1128,3,jpgenius ,"Welp, although I’m bummed the Germanys didn’t win the car 😔, they have over $60K+, so I can’t complain. 😉"
1535,1129,1,jpgenius ,The Dukers are doubling down! 🔥
1536,1130,1,Matthew Yothers ,"Game 2 is the Duker family vs the Wolowiec family (Barbara, Kristine, Kevin, Kaitlyn, & Carol)"
1537,1130,2,Matthew Yothers ,"And also, I found out that the Wolowiecs won the game, but does anyone know what happened in Fast Money yet?"
1538,1130,3,Dylan Orndorff ,Carla and Barbara won $5 a point for a total of $725 they scored 145 points in fast money
1539,1130,4,Dylan Orndorff ,Carol and Barbara won $5 a point for a total of $725 they scored 145 points in fast money
1540,1130,5,jpgenius ,"Nice job, Eddings! And I’m sad to see the Dukers go, but they have nothing to sneeze at."
1541,1130,6,Matthew Yothers ,"I agree, I feel bad that they won’t compete for the car, but $40,660 in 3 games is very respectable."
1542,1131,1,Matthew Yothers ,"And the second group game is the Wolowiecs vs the Martins which consist of Eugene, Sonia, Tino, Olivia, & I don’t know the name of the last member though, does anyone know his name?"
1543,1131,2,jpgenius ,The last member’s name is Alex.
1544,1131,3,Matthew Yothers ,"And one more comment here, the Wolowiecs won again, they brought Kristine and Kevin out this time, and they only managed to score 136 points for another $680, giving them a 2-day total of $1,405."
1545,1131,4,Matthew Yothers ,The Fast Money results are on YouTube if you want to see what happened.
1546,1131,5,jpgenius ,"Welcome back, Talaricos."
1547,1132,1,Matthew Yothers ,"The second group game is the Wolowiecs vs the Smiths who competed on Monday, they’re back for their second time due to a mistake."
1548,1132,2,Matthew Yothers ,"But man, were the Forbeses so close to winning that $20,000! They missed it by one crumby point. Had Kelli said violin for that last question, or if any of the remaining #1s were given, they would’ve won."
1549,1132,3,Matthew Yothers ,"Well, better luck next time Forbeses, I really hope you guys get it next time. I really do!"
1550,1132,4,Matthew Yothers ,Can anyone please recap or tell me what happened in Game 2?
1551,1132,5,Matthew Yothers ,"And tell me about Fast Money, too."
1552,1132,6,jpgenius ,"The Smiths won this time, but David and Alonzo got $860 in Fast Money."
1553,1132,7,jpgenius ,"Poor Forbes. 😥 But welcome back, Smiths! Their energy is refreshing."
1554,1133,1,Nicholas Brundidge ,Who won the second game
1555,1133,2,jpgenius ,"The Wizners (all siblings) from Douglasville, GA. They include Chris, Greg, Cathy, Jimmy, and Amy. Chris and Jimmy got 217 points in Fast Money for $20K."
1556,1133,3,Nick Brundidge ,Thank you
1557,1133,4,Nicholas Brundidge ,What were the questions on the fast money round?
1558,1133,5,jpgenius ,"My goodness, the producers are gonna have to fix the stage after the Roberts’ epic episode. 😂 Just kidding, they’re a lot of fun to watch! Also nice to see the Wizners win $20K."
1559,1133,6,Matthew Yothers ,Correction: the 5th question should be “Name something a dog sees on TV that would cause it to start barking.”
1560,1133,7,Matthew Yothers ,"Also, it is NEVER a good idea to text a naked picture of someone, even yourself."
1561,1134,1,jpgenius ,The second round of the first game had me ROLLING. 😂😂😂
1562,1135,1,jpgenius ,"The Roberts are on a ROLL! 🔥 But, man I feel bad for the Wizners missing FM by such a narrow margin. 😔"
1563,1136,1,jpgenius ,WTG Wizners! 🔥 Now let’s see how the doubleheader goes…
1564,1137,1,Matthew Yothers ,"YES, the Roberts family won the car and another $20,000! That’s $61,745 total! #1 in the Steve Harvey era! GO WENDY AND RENEE!"
1565,1137,2,Matthew Yothers ,"And in Game 2, the Wizners were up against the Krings family which consists of Julie, Tyler, Kyle, Allie, & Markus."
1566,1137,3,Matthew Yothers ,"And unfortunately, the Wizners missed out on their car here. The Krings family won the game."
1567,1137,4,jpgenius ,"Well, it’s a bummer that the Wizners didn’t win the car and the Krings missed FM by 12. You can’t win ‘em all. 😔"
1568,1137,5,Matthew Yothers ,"You’re right jp, and they can still pay for a car with $41,595 as well."
1569,1137,6,Matthew Yothers ,"They brought Tyler & Kyle out for Fast Money, but does anyone know which order they did, and whether they won or not? If not, how much money did they win for $5 a point?"
1570,1137,7,Matthew Yothers ,"Never mind, I just found out, Kyle went first and got 140 points, but Tyler just couldn’t quite bring it home. He only brought them up to 188 for $940. Better luck next time, guys."
1571,1137,8,jpgenius ,"The Krings are from Byron, MN (near Rochester)."
1572,1137,9,jpgenius ,"WHOA – $61K+ AND a car?! Roberts family, YOU ROCK!!! 🚗💵👏🏾🎊"
1573,1137,10,jpgenius ,"Oh, and the Higgins are from Catonsville, MD."
1574,1138,1,jpgenius ,The same FM score with the same number of answers leads to the same result. Kudos to the winnings teams! 👏🏾
1575,1138,2,jpgenius ,winning*
1576,1139,1,jpgenius ,The Esteps’ FM had me ROLLING. 😂😂😂
1577,1140,1,jpgenius ,"Welcome back, Ahunas. And great job, Barreras! They’re quite the interesting family."
1578,1141,1,jpgenius ,$40K already?! The Barreras are HOT! 🔥
1579,1142,1,Nicholas Brundidge ,Who won on the second game?
1580,1142,2,Matthew Yothers ,"The Barreras did, they forced Sudden Death in the end and they won it, but Jay and Laura only managed to get 134 points this time for another $670."
1581,1142,3,Matthew Yothers ,"But that still gives them an impressive 3-day total of $40,670."
1582,1142,4,Matthew Yothers ,"And today they were up against the Morrison family, which consists of Cyndi, her daughter Alex, her husband Michael, her son Avery, and her other daughter Danielle."
1583,1142,5,jpgenius ,"And the Morrisons are from Yorba Linda, CA (Orange County)."
1584,1142,6,Nicholas Brundidge ,What was the sudden death question
1585,1142,7,Matthew Yothers ,The question was: “Name something a bald man might put on his head to impress a woman.” and Gaby immediately got the top answer with a toupee to give them win #3.
1586,1142,8,jpgenius ,Steve only got up to “impress.”
1587,1142,9,jpgenius ,"Well, let’s see if the Ahunas can finally win $20K and a car next time…"
1588,1143,1,jpgenius ,GO AHUNAS! Angela wins her first car and her family finally wins $20K to take home – what an night! 🚗💵
1589,1143,2,Matthew Yothers ,"And with that car win, we now have 8 matches with two car winners against each other, with this recent one being the Ahuna family vs the Roberts family."
1590,1144,1,Matthew Yothers ,"Ladies, I’m gonna make myself clear on this, never ever ask for a divorce before Christmas."
1591,1144,2,Nicholas Brundidge ,You know I thought charity was a good answer
1592,1144,3,Nicholas Brundidge ,Well this is heart-breaking
1593,1144,4,jpgenius ,The Farrellys’ passing strategy paid off quite nicely. But it’s a bummer the Barreras didn’t win the car. At least they have a lot of money. 😕
1594,1145,1,jpgenius ,Great job to the new champs! Especially the Goffredos! They seem like fun. 😁
1595,1146,1,jpgenius ,"Go Angela! 👏🏾 And boy, Rufus’ FM was just as gripping as Chris’. But it all worked out. 😬"
1596,1147,1,Nick Brundidge ,Who won the second game?
1597,1147,2,Matthew Yothers ,"Wow, 4 years ago, the Kendricks lost the car, but now they seeked redemption and won it back just like the Stowers family did. Way to go, guys!"
1598,1147,3,Matthew Yothers ,"Too bad they couldn’t quite get the money though, but they’re still leaving us with $22,890 along with their car."
1599,1147,4,Matthew Yothers ,"The Ruffin family won Game 2, they had all the points before Sudden Death, and they won with that. But in Fast Money, Toni & Taylor only managed to score 166 points for $830."
1600,1147,5,Matthew Yothers ,Fast Money’s on YouTube if you want to see it.
1601,1147,6,Matthew Yothers ,"And the Ruffin family consisted of Taylor, her mom Tiffany, her aunt (Tiffany’s twin sister) Tegi, her little brother Joshua, and her grandma Toni."
1602,1147,7,jpgenius ,GO KENDRICKS!!! That’s what I call a return trip! 🚗👏🏾🎊
1603,1147,8,Matthew Yothers ,And isn’t rolling around in the bed the same as tossing & turning?
1604,1148,1,jpgenius ,Go Ruffins! 👏🏾
1605,1149,1,jpgenius ,"Oh, what could’ve been a cherry on top of the Talamantez family’s comeback… 😬"
1606,1150,1,jpgenius ,The Ruffins are on FIRE! 🔥
1607,1151,1,jpgenius ,"Sigh, we just can’t get a car win in the second run, can we? Sorry, Ruffins. 😔"
1608,1152,1,jpgenius ,"Another Disney special? I’m pleasantly surprised. Well, it’s nice to see the Hetzels return."
1609,1153,1,Alan ,"Today’s overall game show winner by default.  By clocking up wins in both Fast Money rounds (rare outside of the primetime celebrity edition), he gets to rub the collective noses of everyone else in it."
1610,1153,2,jpgenius ,"Nice work, champs! 👏🏾"
1611,1154,1,jpgenius ,These two episodes had me in STITCHES. 😂
1612,1154,2,jpgenius ,"By the way, Hannah is actually Kristin’s daughter."
1613,1155,1,jpgenius ,"Go, Strouds! And the Gibbs are HOT! 🔥"
1614,1155,2,Matthew Yothers ,"And for that car question, I’m pretty sure Devante said self-park, not sell parts."
1615,1156,1,Rohan Johnson ,"MAN! Now I remember that both of the Ruffin family did win $40.000 💵💴💰💷 and lost the🚗 against the Gibbs family in the sudden death round. I am so glad that the Gibbs family won $40.000 💵💴💰💷, but I DO feel bad for the Gibbs family because they did lose the🚗  in the sudden death round against the Awosika family. 😑"
1616,1156,2,Matthew Yothers ,"And actually, Ali said “coffee machine”, not “copy machine”."
1617,1156,3,jpgenius ,"Man, we just can’t get a car win in the second run, can we? Sorry, Gibbs. 😔 But welcome back, Arbogasts. And the Awosikas seem like fun."
1618,1157,1,jpgenius ,Go Matthew! 👏🏾
1619,1158,1,jpgenius ,"Great work, Walkers! How did they get “manatee?!” And I dunno where the Fishers got their answers in the double-point question."
1620,1159,1,jpgenius ,"The Gonzales family are HOT! 🔥 But man, what a close call for the Walkers. (Hold up – did Maia say what I think she said for the triple-point question?! 😳)"
1621,1160,1,jpgenius ,MAN! Poor Barthleys. 😔 But the Gonzales family had a great run.
1622,1161,1,jpgenius ,"Welcome back, Kahans. I thought the last top answer of their FM would be poker."
1623,1162,1,jpgenius ,"I can’t wait to see the Neslers and Kahans next week. And go, Christine! 👏🏾"
1624,1163,1,jpgenius ,The Kahans are HOT! 🔥 But I couldn’t believe Eboni’s answer to the second question.
1625,1164,1,jpgenius ,"Poor Kahans. 😔 But welcome back, Dorseys! I had a funky good ol’ time watching them."
1626,1165,1,jpgenius ,"Nice run, Neslers. And congrats to the new champs, especially the Meskers! They’re more exciting than I imagined they were."
1627,1166,1,Matthew Yothers ,And the second game for today was the first Walt Disney special on the Feud. (Mesker vs Scott).
1628,1166,2,jpgenius ,"And tomorrow’s second-run episode will likely be Scott vs. Hetzel, so we’ll see the Hetzels on Monday."
1629,1166,3,jpgenius ,$40K already?! The Enriquezes are on a roll! 🔥
1630,1167,1,Matthew Yothers ,The second game today was the second Disney special they did in November. (Hetzel vs Scott)
1631,1167,2,jpgenius ,"Great job, Enriquez family. Can’t wait to see the Jemiolos and Hetzels next week. 😉"
1632,1168,1,jpgenius ,"Your dead mother’s tooth?! 😂 Oh, and congrats to the new champs in the second round. (Interestingly, the Hetzels defeated a Daniels family – with an S – back in 2017.)"
1633,1169,1,ant0824 ,Cedric’s Needed only 52 and he failed miserably with cheap answers from Game 2. Game 1 went good
1634,1169,2,jpgenius ,"Nice job, Seiters!"
1635,1170,1,jpgenius ,The Daniels have gotten HOT! 🔥
1636,1171,1,jpgenius ,Congrats to the new champs in both games! And the Daniels’ total is nothing to sneeze at (they actually would’ve gone to Sudden Death had the DiFedes NOT stolen the last answer).
1637,1172,1,jpgenius ,"$40K already?! The Jeannises are on FIRE! 🔥 I can’t wait to see them and the DiFedes next week. (By the way, Steve was sooo wrong for having Aleah sing her answers.)"
1638,1173,1,jpgenius ,"Keep it going, Jeannis family. And great job in FM, Ani!"
1639,1174,1,jpgenius ,"Great FM teamwork, Moores. Speaking of Moore… one more, Jeannis family, one more…"
1640,1175,1,jpgenius ,Sigh… poor Jeannis family. I think someone said “gun.” 😔
1641,1176,1,jpgenius ,"That’s how you make a comeback, Johnsons! And I’m glad both families won FM, especially the Mentos. They seem like fun."
1642,1177,1,jpgenius ,"I can’t wait to see the Mentos and DiFedes next week. They’ve gotten HOT, especially the DiFedes! They came out of nowhere! 🔥"
1643,1178,1,Nicholas Brundidge ,I was worried that the Difedes weren’t going to win the car. But they did!
1644,1178,2,jpgenius ,"Finally, a car win! GO DIFEDES! 🚗👏🏾"
1645,1178,3,jpgenius ,"Also, I was bummed to see the Mentos go. But they still did great."
1646,1178,4,jpgenius ,"Also, I was bummed to see the Mentos go. But they still did great."
1647,1179,1,jpgenius ,Welcome back to all our families (particularly the Blackstones). I love seeing a double FM win. 👏🏾
1648,1180,1,Nicholas Brundidge ,WOW! This has never happened before
1649,1181,1,jpgenius ,"WOW – the rare occasion when passing the last survey backfires. But nice work, Turners! 👏🏾"
1650,1182,1,jpgenius ,The Nobles seem like a ton of fun! GO TONI! 👏🏾👏🏾👏🏾
1651,1183,1,Nicholas Brundidge ,Thank God I thought the Wolowiecs were not going to win that car but yet they did
1652,1183,2,jpgenius ,GO WOLOWIECS!!! 👏🏾🚗💵
1653,1184,1,Matthew Yothers ,Okay. I completely don’t understand this first Fast Money question in Game 2.
1654,1184,2,Matthew Yothers ,"Oh. Okay, I found out the full question was “Acc. to married guys money can buy LOVE & good loving if you buy what for your wife?”"
1655,1184,3,Matthew Yothers ,And dress to impress was actually worth 45 points.
